player,tenure_start,tenure_complete,tenure_finish,experience,year_min,year_max,allstar_games,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,pos_summary
Ronny Cedeño,-,-,-,1,2012,2012,0,78,186,166,18,43,11,1,4,22,0,1,17,35,.259,.332,.410,.741,105,-4-6-5
Juan Centeno,S,-,-,2,2013,2014,0,14,43,40,1,9,0,0,0,3,0,0,3,6,.225,.279,.225,.504,48,-2
Jaime Cerda,S,-,-,2,2002,2003,0,56,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,1
Rick Cerone,-,-,-,1,1991,1991,0,90,258,227,18,62,13,0,2,16,1,1,30,24,.273,.360,.357,.717,104,2
Yoenis Céspedes,-,-,F,5,2015,2020,1,316,1304,1172,180,327,63,7,76,205,10,3,106,288,.279,.344,.539,.883,136,O
Elio Chacón,-,-,F,1,1962,1962,0,118,449,368,49,87,10,3,2,27,12,7,76,64,.236,.368,.296,.664,81,6-4-5
Dean Chance,-,-,-,1,1970,1970,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Kelvin Chapman,S,C,F,3,1979,1985,0,172,469,421,50,94,17,2,3,34,13,11,33,60,.223,.284,.295,.579,64,4-5
Ed Charles,-,-,F,3,1967,1969,0,279,963,861,94,214,32,4,21,102,13,7,70,146,.249,.309,.368,.677,97,5-3
Endy Chávez,-,-,-,3,2006,2008,0,337,853,773,98,223,39,9,6,71,23,6,50,82,.288,.330,.386,.715,87,+O
Bruce Chen,-,-,-,2,2001,2002,0,12,21,19,0,3,0,0,0,0,0,0,0,9,.158,.158,.158,.316,-16,-1
Rich Chiles,-,-,-,1,1973,1973,0,8,25,25,2,3,2,0,0,1,0,0,0,2,.120,.120,.200,.320,-12,-O
Robinson Chirinos,-,-,-,1,2020,2020,0,12,33,32,1,7,2,0,1,5,0,0,1,9,.219,.242,.375,.617,67,-2
Harry Chiti,-,-,F,1,1962,1962,0,15,43,41,2,8,1,0,0,0,0,0,1,8,.195,.233,.220,.452,22,-2
John Christensen,S,-,-,2,1984,1985,0,56,146,124,12,24,6,1,3,16,1,3,20,25,.194,.303,.331,.634,79,O
McKay Christensen,-,-,F,1,2002,2002,0,4,4,3,1,1,0,0,0,0,0,0,1,1,.333,.500,.333,.833,130,-O
Joe Christopher,-,-,-,4,1962,1965,0,485,1572,1400,171,371,59,14,28,156,22,15,131,237,.265,.334,.387,.721,104,+O
Ryan Church,-,-,-,2,2008,2009,0,157,614,551,80,153,30,1,14,71,8,5,50,119,.278,.340,.412,.752,99,O
Galen Cisco,-,-,-,4,1962,1965,0,126,150,126,7,18,2,0,0,11,0,0,10,38,.143,.210,.159,.369,8,1
Brady Clark,-,-,F,2,2002,2008,0,17,24,20,3,7,1,0,0,2,1,0,2,4,.350,.435,.400,.835,125,-O
Mark Clark,-,-,-,2,1996,1997,0,54,130,112,4,5,1,0,1,4,0,0,3,45,.045,.069,.080,.149,-60,1
Tony Clark,-,-,-,1,2003,2003,0,125,280,254,29,59,13,0,16,43,0,0,24,73,.232,.300,.472,.772,100,3-O
Alex Claudio,-,-,-,1,2022,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Sam Clay,-,-,F,1,2022,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Donn Clendenon,-,-,-,3,1969,1971,0,281,957,861,125,230,33,3,45,171,8,5,79,231,.267,.328,.469,.797,118,3-O
Gene Clines,-,-,-,1,1975,1975,0,82,216,203,25,46,6,3,0,10,4,4,11,21,.227,.269,.286,.554,58,O
Tyler Clippard,-,-,-,1,2015,2015,0,29,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,1
Brad Clontz,-,-,-,1,1998,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Choo-Choo Coleman,-,-,F,3,1962,1966,0,167,459,415,48,85,7,2,9,26,7,9,35,77,.205,.276,.296,.572,61,2-O
Vince Coleman,-,-,-,3,1991,1993,0,235,978,880,146,238,32,14,5,63,99,36,87,146,.270,.336,.356,.692,93,O
Willie Collazo,S,C,F,1,2007,2007,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Kevin Collins,S,-,-,4,1965,1969,0,89,245,227,17,42,9,2,2,15,1,2,11,59,.185,.221,.269,.490,44,5-4-6
Bartolo Colón,-,-,-,3,2014,2016,1,90,198,180,9,15,4,0,1,6,0,0,1,97,.083,.093,.122,.215,-40,1
David Cone,-,-,F,7,1987,2003,2,188,455,399,26,62,8,0,0,20,0,1,16,87,.155,.193,.175,.369,6,1
Michael Conforto,S,-,-,7,2015,2021,1,757,2980,2551,400,650,141,4,132,396,18,11,361,710,.255,.356,.468,.824,124,+O
Jeff Conine,-,-,F,1,2007,2007,0,21,50,41,2,8,2,0,0,5,0,0,7,8,.195,.306,.244,.550,47,-3-O
P.J. Conlon,S,C,F,1,2018,2018,0,3,3,3,1,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,88,-1
Bill Connors,-,-,F,2,1967,1968,0,15,4,2,0,1,0,0,0,0,0,0,1,0,.500,.667,.500,1.167,250,-1
Cliff Cook,-,-,F,2,1962,1963,0,90,240,218,21,41,8,2,4,17,1,1,16,71,.188,.252,.298,.550,52,O-5-3
Dennis Cook,-,-,-,4,1998,2001,0,239,6,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,1
Sam Coonrod,-,-,F,1,2023,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Scott Copeland,-,-,F,1,2018,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Alex Cora,-,-,-,2,2009,2010,0,144,495,440,45,103,17,4,1,38,12,4,35,44,.234,.299,.298,.597,62,46-3
Tim Corcoran,-,-,F,1,1986,1986,0,6,9,7,1,0,0,0,0,0,0,0,2,0,.000,.222,.000,.222,-32,-3
Ryan Cordell,-,-,F,1,2020,2020,0,5,8,8,0,1,0,0,0,0,1,0,0,3,.125,.125,.125,.250,-30,-O
Mark Corey,S,-,-,2,2001,2002,0,15,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Mardie Cornejo,S,C,F,1,1978,1978,0,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Reid Cornelius,-,-,-,1,1995,1995,0,10,20,20,0,2,0,0,0,0,0,0,0,7,.100,.100,.100,.200,-46,-1
Billy Cowan,-,-,-,1,1965,1965,0,82,162,156,16,28,8,2,3,9,3,2,4,45,.179,.205,.314,.519,47,O-4-6
Collin Cowgill,-,-,-,1,2013,2013,0,23,63,61,7,11,2,0,2,8,0,0,2,15,.180,.206,.311,.518,45,-O
Roger Craig,-,-,-,2,1962,1963,0,88,162,145,1,10,0,0,0,2,0,2,9,72,.069,.129,.069,.198,-43,1
Jerry Cram,-,-,-,2,1974,1975,0,14,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,88,-1
Joe Crawford,S,C,F,1,1997,1997,0,18,11,11,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,-1
Mike Cubbage,-,-,F,1,1981,1981,0,67,90,80,9,17,2,2,1,4,0,0,9,15,.213,.289,.325,.614,76,-5
Michael Cuddyer,-,-,F,1,2015,2015,0,117,408,379,44,98,18,1,10,41,2,0,24,88,.259,.309,.391,.699,93,O-3
John Curtiss,-,-,-,1,2023,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Jeff D'Amico,-,-,-,1,2002,2002,0,27,44,37,2,4,0,0,0,0,0,0,2,22,.108,.154,.108,.262,-28,-1
Travis d'Arnaud,S,-,-,7,2013,2019,0,407,1494,1360,152,329,65,5,47,164,1,0,112,253,.242,.303,.401,.704,94,+2-4-5
Vic Darensbourg,-,-,-,1,2004,2004,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Ron Darling,S,-,-,9,1983,1991,1,272,600,519,39,75,20,2,2,19,1,0,15,173,.145,.170,.202,.372,5,1
Brian Daubach,-,-,F,1,2005,2005,0,15,34,25,4,3,2,0,1,3,0,0,7,5,.120,.324,.320,.644,72,-3
Ray Daviault,S,C,F,1,1962,1962,0,36,16,15,0,1,0,0,0,0,0,0,1,8,.067,.125,.067,.192,-47,1
Ike Davis,S,-,-,5,2010,2014,0,454,1741,1512,200,365,82,2,68,224,7,4,213,415,.241,.334,.433,.767,112,+3
J.D. Davis,-,-,-,4,2019,2022,0,335,1100,960,135,267,51,2,37,120,5,1,113,287,.278,.364,.451,.815,123,5O-3
Kane Davis,-,-,-,1,2002,2002,0,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Rajai Davis,-,-,F,1,2019,2019,0,29,26,25,4,5,2,0,1,8,0,1,1,5,.200,.231,.400,.631,65,-O
Tommy Davis,-,-,-,1,1967,1967,0,154,621,577,72,174,32,0,16,73,9,3,31,71,.302,.342,.440,.782,125,O-3
Alejandro De Aza,-,-,-,1,2016,2016,0,130,267,234,31,48,9,0,6,25,4,3,26,67,.205,.297,.321,.618,68,O
Jacob deGrom,S,-,-,9,2014,2022,4,186,423,383,27,78,9,0,3,29,1,0,17,116,.204,.238,.251,.488,35,1
Mike DeJean,-,-,-,2,2004,2005,0,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Carlos Delgado,-,-,F,4,2006,2009,0,468,2023,1754,271,468,99,4,104,339,5,1,210,382,.267,.351,.506,.857,122,+3
Wilson Delgado,-,-,F,1,2004,2004,0,42,147,130,11,38,4,1,2,13,1,0,15,29,.292,.366,.385,.750,97,6
John DeMerit,-,-,F,1,1962,1962,0,14,18,16,3,3,0,0,1,1,0,0,2,4,.188,.278,.375,.653,73,-O
Matt den Dekker,S,-,F,3,2013,2018,0,88,258,228,30,50,12,0,1,14,11,5,27,66,.219,.306,.285,.591,71,O
Bill Denehy,S,-,-,1,1967,1967,0,15,12,9,1,0,0,0,0,0,0,0,1,5,.000,.100,.000,.100,-69,-1
Joe DePastino,S,C,F,1,2003,2003,0,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-2
Elmer Dessens,-,-,F,2,2009,2010,0,78,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Mark Dewey,-,-,-,1,1992,1992,0,20,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Carlos Diaz,-,-,-,2,1982,1983,0,58,7,5,1,0,0,0,0,0,0,0,1,2,.000,.167,.000,.167,-50,1
Edwin Díaz,-,-,F,5,2019,2024,1,126,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Mario Díaz,-,-,-,1,1990,1990,0,16,23,22,0,3,1,0,0,1,0,0,0,3,.136,.130,.182,.312,-15,-6-4
Víctor Díaz,S,-,-,3,2004,2006,0,110,377,342,49,89,21,3,15,48,6,2,31,102,.260,.324,.471,.794,107,O
Yennsy Díaz,-,-,F,1,2021,2021,0,20,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
R.A. Dickey,-,-,-,3,2010,2012,1,89,213,182,10,32,2,0,0,10,0,0,4,33,.176,.198,.187,.385,8,1
Jake Diekman,-,-,F,1,2024,2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Mike Difelice,-,-,-,3,2005,2007,0,42,96,82,4,14,3,1,0,6,0,0,9,27,.171,.266,.232,.498,32,2
Jack DiLauro,S,-,-,1,1969,1969,0,23,12,12,0,0,0,0,0,0,0,0,0,9,.000,.000,.000,.000,-100,-1
Steve Dillon,S,C,F,2,1963,1964,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Jerry Dipoto,-,-,-,2,1995,1996,0,115,7,6,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,1
Chris Donnels,S,-,-,2,1991,1992,0,82,243,210,15,41,6,0,0,11,2,1,31,44,.195,.299,.224,.523,51,5-3-4
Octavio Dotel,S,-,-,1,1999,1999,0,18,30,24,2,3,0,0,0,1,0,0,4,17,.125,.276,.125,.401,8,-1
Brian Dozier,-,-,F,1,2020,2020,0,7,16,15,1,2,0,0,0,0,0,0,1,5,.133,.188,.133,.321,-9,-4
D.J. Dozier,S,C,F,1,1992,1992,0,25,54,47,4,9,2,0,0,2,4,0,4,19,.191,.264,.234,.498,43,-O
Sammy Drake,-,-,F,1,1962,1962,0,25,59,52,2,10,0,0,0,7,0,0,6,12,.192,.276,.192,.468,28,-4-5
Mike Draper,S,C,F,1,1993,1993,0,29,3,3,1,2,0,0,0,0,0,0,0,1,.667,.667,.667,1.333,263,-1
Brandon Drury,-,-,-,1,2021,2021,0,51,88,84,7,23,5,0,4,14,0,0,3,22,.274,.307,.476,.783,111,-O-5-3-4-1
Lucas Duda,S,-,-,8,2010,2017,0,760,2895,2494,325,614,146,3,125,378,5,7,332,683,.246,.343,.457,.801,122,+3O
Jeff Duncan,S,C,F,2,2003,2004,0,69,183,154,15,28,0,2,1,11,7,2,18,46,.182,.276,.227,.503,35,O
Shawon Dunston,-,-,-,1,1999,1999,0,42,97,93,12,32,6,1,0,16,4,1,0,16,.344,.354,.430,.784,100,-O-5
Jim Dwyer,-,-,-,1,1976,1976,0,11,15,13,2,2,0,0,0,0,0,0,2,1,.154,.267,.154,.421,26,-O
Duffy Dyer,S,-,-,7,1968,1974,0,375,1167,1050,82,230,35,7,16,97,2,3,99,226,.219,.291,.311,.602,70,+2-O
Lenny Dykstra,S,-,-,5,1985,1989,0,544,1908,1686,287,469,104,17,30,153,116,25,181,204,.278,.350,.413,.763,115,+O
Damion Easley,-,-,F,2,2007,2008,0,189,565,509,57,139,16,2,16,70,0,1,38,73,.273,.336,.407,.742,95,4-O-6-3-5
Tom Edens,S,-,-,1,1987,1987,0,2,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,-1
Josh Edgin,S,C,F,5,2012,2017,0,170,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,1
Jack Egbert,-,-,F,1,2012,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Jerad Eickhoff,-,-,-,1,2021,2021,0,6,8,5,0,2,0,0,0,0,0,0,0,0,.400,.400,.400,.800,122,-1
Dave Eilers,-,-,-,2,1965,1966,0,34,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,187,1
Larry Elliot,-,-,F,2,1964,1966,0,145,472,423,51,100,22,2,14,54,1,3,45,101,.236,.314,.397,.711,101,O
Dock Ellis,-,-,-,1,1979,1979,0,17,28,26,2,2,0,0,0,1,0,0,1,7,.077,.111,.077,.188,-46,-1
Kevin Elster,S,-,-,7,1986,1992,0,537,1765,1584,166,355,75,6,34,174,10,6,142,242,.224,.288,.343,.631,81,+6
Brad Emaus,S,C,F,1,2011,2011,0,14,42,37,2,6,0,0,0,1,0,0,4,9,.162,.262,.162,.424,23,-4
Scott Erickson,-,-,-,1,2004,2004,0,2,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,-1
Alex Escobar,S,-,-,1,2001,2001,0,18,53,50,3,10,1,0,3,8,1,0,3,19,.200,.245,.400,.645,67,-O
Eduardo Escobar,-,-,-,2,2022,2023,0,176,662,605,73,145,29,6,24,85,2,2,48,153,.240,.293,.426,.720,103,5-4-6
Nino Espinosa,S,-,-,5,1974,1978,0,80,160,140,8,23,4,0,0,9,0,0,5,46,.164,.193,.193,.386,9,1
Álvaro Espinoza,-,-,-,1,1996,1996,0,48,144,134,19,41,7,2,4,16,0,2,4,19,.306,.324,.478,.801,113,5-6-4-3
Shawn Estes,-,-,-,1,2002,2002,0,23,40,35,1,3,1,0,1,3,0,0,0,14,.086,.086,.200,.286,-26,-1
Chuck Estrada,-,-,F,1,1967,1967,0,9,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,-1
Frank Estrada,S,C,F,1,1971,1971,0,1,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,187,-2
Nick Evans,S,-,-,4,2008,2011,0,159,419,386,54,99,28,3,8,46,0,1,27,102,.256,.305,.407,.712,93,O3-5
Phillip Evans,S,-,-,2,2017,2018,0,34,61,54,5,13,2,0,0,2,1,0,6,16,.241,.328,.278,.606,69,-5-4-3-O
Dana Eveland,-,-,-,1,2014,2014,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Carl Everett,-,-,-,3,1995,1997,0,322,1037,924,135,231,49,5,27,127,25,14,92,222,.250,.326,.402,.727,93,O
Jorge Fábregas,-,-,-,1,1998,1998,0,20,34,32,3,6,0,0,1,5,0,0,1,6,.188,.212,.281,.493,29,-2
Pete Falcone,-,-,-,4,1979,1982,0,145,185,168,4,25,1,0,1,13,0,0,4,59,.149,.169,.173,.341,-3,1
Jeurys Familia,S,-,-,10,2012,2021,1,421,5,5,0,2,0,0,0,1,0,0,0,2,.400,.400,.400,.800,127,+1
Johneshwy Fargas,S,-,-,1,2021,2021,0,7,22,21,1,6,3,1,0,3,0,0,0,7,.286,.286,.524,.810,116,-O
Kyle Farnsworth,-,-,-,1,2014,2014,0,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Jesús Feliciano,S,C,F,1,2010,2010,0,54,119,108,12,25,4,1,0,3,1,0,6,12,.231,.276,.287,.563,55,O
Pedro Feliciano,S,C,F,9,2002,2013,0,463,9,6,0,0,0,0,0,0,0,0,2,2,.000,.250,.000,.250,-26,+1
Chico Fernández,-,-,F,1,1963,1963,0,58,157,145,12,29,6,0,1,9,3,0,9,30,.200,.244,.262,.506,46,6-5-4
Sid Fernandez,-,-,-,10,1984,1993,2,256,577,495,27,94,14,2,1,31,1,0,12,183,.190,.211,.232,.443,25,1
Tony Fernández,-,-,-,1,1993,1993,0,48,204,173,20,39,5,2,1,14,6,2,25,19,.225,.323,.295,.618,69,6
Sergio Ferrer,-,-,F,2,1978,1979,0,69,49,40,15,7,0,1,0,1,1,2,6,10,.175,.298,.225,.523,51,6-5-4
Matt Festa,-,-,F,1,2024,2024,0,0,0,,,,,,,,,,,,,,,,,-1
Nelson Figueroa,-,-,-,2,2008,2009,0,32,40,34,1,4,0,1,0,3,0,0,3,14,.118,.189,.176,.366,-1,1
Tom Filer,-,-,F,1,1992,1992,0,9,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Jack Fisher,-,-,-,4,1964,1967,0,160,329,291,12,37,6,0,0,13,0,1,17,95,.127,.177,.148,.325,-6,1
Nate Fisher,S,C,F,1,2022,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Mike Fitzgerald,S,-,-,2,1983,1984,0,120,417,380,21,89,15,1,3,35,1,0,27,77,.234,.284,.303,.587,66,2
Shaun Fitzmaurice,S,C,F,1,1966,1966,0,9,15,13,2,2,0,0,0,0,1,0,2,6,.154,.267,.154,.421,23,-O
Chris Flexen,S,-,-,3,2017,2019,0,26,16,15,0,3,1,0,0,0,0,0,0,7,.200,.200,.267,.467,24,-1
Don Florence,S,C,F,1,1995,1995,0,14,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Gil Flores,-,-,F,2,1978,1979,0,81,139,122,17,26,1,2,1,11,3,0,11,22,.213,.281,.279,.560,58,O
Wilmer Flores,S,-,-,6,2013,2018,0,581,2011,1866,214,488,96,2,68,253,3,3,105,261,.262,.303,.424,.727,99,6534
Cliff Floyd,-,-,-,4,2003,2006,0,468,1884,1643,242,440,92,5,81,273,32,6,190,325,.268,.354,.478,.832,116,+O
Doug Flynn,-,-,-,5,1977,1981,0,636,2269,2137,156,500,58,26,5,155,7,15,91,158,.234,.264,.292,.557,57,+46-5
Tim Foli,S,-,-,4,1970,1979,0,218,773,719,69,175,33,3,1,52,7,5,32,82,.243,.277,.302,.579,65,645-O
Rich Folkers,S,-,-,1,1970,1970,0,16,6,6,1,2,0,0,0,0,0,0,0,4,.333,.333,.333,.667,80,-1
Wilmer Font,-,-,-,1,2019,2019,0,14,4,3,0,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,81,-1
Brook Fordyce,S,-,-,1,1995,1995,0,4,3,2,1,1,1,0,0,0,0,0,1,0,.500,.667,1.000,1.667,341,
Bartolomé Fortunato,-,-,F,2,2004,2006,0,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Larry Foss,-,-,F,1,1962,1962,0,5,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,-1
Casey Fossum,-,-,F,1,2009,2009,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
George Foster,-,-,-,5,1982,1986,0,655,2610,2389,290,602,94,7,99,361,5,6,185,496,.252,.307,.422,.728,103,+O
Leo Foster,-,-,F,2,1976,1977,0,60,148,134,17,29,5,0,1,21,6,1,13,19,.216,.291,.276,.567,62,-4-6-5
Joe Foy,-,-,-,1,1970,1970,0,99,399,322,39,76,12,0,6,37,22,13,68,58,.236,.373,.329,.702,90,5
Frank Francisco,-,-,-,2,2012,2013,0,52,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
John Franco,-,-,-,14,1990,2004,1,677,15,15,0,0,0,0,0,0,0,0,0,9,.000,.000,.000,.000,-100,+1
Julio Franco,-,-,-,2,2006,2007,0,135,240,215,21,55,10,0,3,34,8,2,23,62,.256,.329,.344,.673,76,3-5
Matt Franco,-,-,-,5,1996,2000,0,452,715,621,71,158,22,2,13,71,1,1,86,97,.254,.345,.359,.704,85,53O-1-4
Jeff Francoeur,-,-,-,2,2009,2010,0,199,755,690,83,185,36,4,21,95,9,5,40,122,.268,.311,.423,.734,97,O
Todd Frazier,-,-,-,3,2018,2020,0,262,1022,904,122,210,39,2,41,131,10,6,89,234,.232,.313,.416,.729,98,5-3-1
Jim Fregosi,-,-,-,2,1972,1973,0,146,526,464,38,108,19,5,5,43,1,3,58,96,.233,.319,.328,.646,85,5-6-3-O
Bob Friend,-,-,F,1,1966,1966,0,22,34,29,1,1,0,0,0,1,0,0,0,17,.034,.034,.034,.069,-80,-1
Danny Frisella,S,-,-,6,1967,1972,0,158,74,69,2,12,1,0,0,4,2,0,3,22,.174,.208,.188,.397,14,1
Mike Fyhrie,S,-,-,1,1996,1996,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Brent Gaff,S,C,F,3,1982,1984,0,58,20,17,0,0,0,0,0,0,0,0,2,6,.000,.105,.000,.105,-68,1
Drew Gagnon,S,C,F,2,2018,2019,0,21,6,4,0,1,0,0,0,1,0,0,0,0,.250,.200,.250,.450,22,-1
Bob Gallagher,-,-,F,1,1975,1975,0,33,16,15,5,2,1,0,0,0,0,0,1,3,.133,.188,.200,.388,10,-O
Dave Gallagher,-,-,-,2,1992,1993,0,197,434,376,54,97,23,3,7,49,5,6,39,34,.258,.323,.391,.714,97,O-3
Ben Gamel,-,-,F,1,2024,2024,0,14,18,14,7,3,1,0,0,0,1,0,4,6,.214,.389,.286,.675,100,-O
Daniel Garcia,S,C,F,2,2003,2004,0,77,237,194,28,44,9,1,5,23,3,0,24,45,.227,.345,.361,.706,86,4-O
Karim García,-,-,-,1,2004,2004,0,62,202,192,24,45,7,2,7,22,3,0,10,35,.234,.272,.401,.673,73,O
Ron Gardenhire,S,C,F,5,1981,1985,0,285,777,710,57,165,27,3,4,49,13,9,46,122,.232,.277,.296,.573,62,64-5
Jeff Gardner,S,-,-,1,1991,1991,0,13,42,37,3,6,0,0,0,1,0,0,4,6,.162,.238,.162,.400,16,-6-4
Rob Gardner,S,-,-,2,1965,1966,0,48,50,48,1,7,1,0,0,1,0,0,0,16,.146,.146,.167,.313,-12,1
Wes Gardner,S,-,-,2,1984,1985,0,30,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,1
Reed Garrett,-,-,F,2,2023,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Wayne Garrett,S,-,-,8,1969,1976,0,883,3361,2817,389,667,93,20,55,295,33,26,482,465,.237,.348,.343,.691,95,+546
Rod Gaspar,S,-,-,2,1969,1970,0,129,265,229,30,49,6,1,1,14,8,3,26,23,.214,.298,.262,.560,57,O
Dillon Gee,S,-,-,6,2010,2015,0,107,230,193,8,21,3,1,0,11,0,0,9,89,.109,.152,.135,.287,-18,1
Gary Gentry,S,-,-,4,1969,1972,0,131,283,249,8,20,4,0,0,9,0,1,10,155,.080,.118,.096,.215,-39,1
Gonzalez Germen,S,-,-,2,2013,2014,0,50,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,1
John Gibbons,S,C,F,2,1984,1986,0,18,57,50,5,11,4,0,1,2,0,0,6,16,.220,.316,.360,.676,90,-2
Bob Gibson,-,-,F,1,1987,1987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Paul Gibson,-,-,-,2,1992,1993,0,51,8,6,0,0,0,0,0,0,0,0,1,3,.000,.143,.000,.143,-56,1
Shawn Gilbert,S,-,-,2,1997,1998,0,32,26,25,4,3,0,0,1,1,1,0,1,9,.120,.154,.240,.394,3,-4-6-5-O
Brian Giles,S,-,-,3,1981,1983,0,199,605,545,53,127,20,0,5,37,23,11,48,109,.233,.295,.297,.592,66,4-6
Bernard Gilkey,-,-,-,3,1996,1998,0,380,1567,1353,226,370,90,4,52,223,29,21,175,302,.273,.357,.461,.818,117,+O
Sean Gilmartin,S,-,-,3,2015,2017,0,64,7,7,2,3,1,0,0,1,0,0,0,3,.429,.429,.571,1.000,174,1
Andrés Giménez,S,-,-,1,2020,2020,0,49,132,118,22,31,3,2,3,12,8,1,7,28,.263,.333,.398,.732,101,-6-4-5
Joe Ginsberg,-,-,F,1,1962,1962,0,2,5,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-2
Matt Ginter,-,-,-,1,2004,2004,0,13,19,14,1,3,1,0,0,1,0,0,2,5,.214,.313,.286,.598,58,-1
Mychal Givens,-,-,-,1,2022,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Mike Glavine,S,C,F,1,2003,2003,0,6,7,7,0,1,0,0,0,0,0,0,0,2,.143,.143,.143,.286,-24,-3
Tom Glavine HOF,-,-,-,5,2003,2007,2,159,355,280,20,53,5,0,0,20,0,0,29,59,.189,.265,.207,.472,26,1
Ed Glynn,-,-,-,2,1979,1980,0,84,12,10,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,1
Erik Goeddel,S,-,-,4,2014,2017,0,103,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,1
Carlos Gómez,S,-,F,2,2007,2019,0,92,238,211,24,46,6,0,5,22,16,4,15,57,.218,.284,.318,.601,59,O
Jesse Gonder,-,-,-,3,1963,1965,0,226,625,572,46,155,19,1,14,59,1,2,46,110,.271,.325,.381,.706,102,2
Adrián González,-,-,F,1,2018,2018,0,54,187,169,15,40,5,0,6,26,0,0,15,34,.237,.299,.373,.672,88,3
Dicky Gonzalez,S,-,-,1,2001,2001,0,15,22,20,1,2,0,0,0,0,0,0,1,4,.100,.143,.100,.243,-34,-1
Geremi González,-,-,-,1,2006,2006,0,3,6,3,1,0,0,0,0,0,0,0,1,1,.000,.250,.000,.250,-27,-1
Raúl González,-,-,-,2,2002,2003,0,137,332,298,37,71,14,2,5,32,5,2,31,51,.238,.310,.349,.659,75,O
Dwight Gooden,S,-,-,11,1984,1994,4,309,837,730,59,144,15,5,7,65,1,1,13,131,.197,.213,.260,.473,32,+1
